No,Content,Title,Price,Picture
355915284524115_3616610775121200,願魔法與你同在啊哇呾喀呾啦🔮魔法 x 塔羅牌力量更顯高強-魔法神童手機殼A) 追趕金探子的孩子B) 分靈體與蛇蛇的合奏曲C) 長毛夜半挑燈遇蜘蛛網IPHONE系列：透明底防摔殼（手繪立體觸感）$130IPHONE、SAMSUNG或其他型號：鋼化玻璃底四邊軟殼全包 $120Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #創新 #有趣 #生日禮物 #生日 #禮物 #birthday #gift #拍拖 #情侶 #週年 #月亮燈 #驚喜 #diy #手工 #handmade #手作 #食人花 #s2s手機殼 #S2SCASE,魔法神童手機殼A) 追趕金探子的孩子B) 分靈體與蛇蛇的合奏曲C) 長毛夜半挑燈遇蜘蛛網IPHONE系列：透明底防摔殼（手繪立體觸感）,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/131333170_3616610735121204_8974209730162440988_n.jpg?stp=dst-jpg_p720x720&_nc_cat=101&ccb=1-7&_nc_sid=a26aad&_nc_ohc=9N_nMxn3T54AX8cgcCJ&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfDXl7JrmcLeSKdXu0bigl6Cy8jEcLmpn9KhMMM8iUTnnA&oe=64CC974C
355915284524115_3668555856593358,可愛的食人花花小杯❤️超可愛手繪系列愛小花花的你一定不可錯過！！-食人花花小杯（連蓋）手工陶瓷杯-350ml左右尺寸如圖$130Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #S2s杯,食人花花小杯（連蓋）手工陶瓷杯-350ml左右尺寸如圖,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/135746492_3668555816593362_4813127084288438188_n.jpg?stp=dst-jpg_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=a26aad&_nc_ohc=yCoF8sLIqKYAX8HpcpJ&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfAU0oYvkkX8kSLgXYZZuGHAhDnmeAIO28wPNrTFebvM-A&oe=64CC8E0C
355915284524115_3796560107126265,擁抱小新的時間除咗睡衣之外而家仲新增咗毛巾啦-小新圖案毛巾35 x 100 cm $13070 x 140 cm $160Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #S2S毛巾,小新圖案毛巾35 x 100 cm,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/153573123_3796560077126268_7678390165075529977_n.jpg?stp=dst-jpg_p720x720&_nc_cat=108&ccb=1-7&_nc_sid=a26aad&_nc_ohc=qB5l2idJnlMAX-WHyrs&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfDpr47F163hzbQbuRuwIOGQFQ5KNrFfErepebDdZyMnFw&oe=64CCB142
355915284524115_3830004157115193,因為各種因素導致女性唔方便蹲著或坐著去廁所點算?曾經係地鐵或塞車嘅時候卻必須要忍尿的經驗嗎?搵到廁所又擔心廁板上面有細菌?旅行係野外想去廁所卻搵唔到地方，又必須遮遮掩掩咁，有時真係羨慕男士可以企係到快快手解決上廁所嘅煩惱?仲有懷胎十月時，孕婦係如廁時都要好辛苦咁坐底又起身?女性朋友們受限於天生就必須採用坐蹲嘅姿勢如廁，係生活上總有唔方便的時候，但是而家Go Girl要帶俾女性朋友們革命性嘅新思維!風行歐洲、美國專利女性專用應急站立小便器，採用醫療級的矽膠製成，觸感柔軟好收納，有咗佢就毋須擔心野外無廁所，亦唔需要擔心公廁唔乾淨，更能夠完全保護女士嘅私隱。-【GoGirl】女性應急站立小便器2.0$130whatsapp:55109214#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #人面獸心拖鞋 #s2s女生,【GoGirl】女性應急站立小便器2.0,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/156818836_3830004117115197_2669125876858449718_n.jpg?stp=dst-jpg_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=a26aad&_nc_ohc=dwpNINmPxzAAX-zG8zc&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfCP6OIZc0qYwv6T1pfKWNkWpRcGKchsoNohApW0TSVWHw&oe=64CC848D
355915284524115_3959764067472534,PEPEMON 日夜鍛鍊去取勝沿路看遍每個都市　飛過綠樹滿佈山莊I LOVE PEPEMON　認定你是朋友打開心中的愛　便能用盡力量 GET！佢真係好可愛 我忍唔住要集齊一套了..-SadFrog比卡蛙綠蛙/黃蛙高26cm$130一隻whatsapp :55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2spepe #s2ssadfrog,SadFrog比卡蛙綠蛙/黃蛙高26cm,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/175657583_3959764034139204_4533566143558263123_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=a26aad&_nc_ohc=NtLfsuS8_woAX8YwaHK&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfC3O3DYr8tRDWu2zYL_7P_PjRkrFLPxFpa348xtOMQ6Zg&oe=64CC85AF
355915284524115_4223949451053993,鴨子是我們日常生活當中最常見的禽類。鴨子小的時候黃絨絨的毛超級可愛，也相當漂亮，可是它怎麼長著長著黃絨毛就變成了白色的呢？其實因為毛的顏色，是代表鴨子的年齡，小的時候毛是黃色的也熟稱胎毛，長大之後就會是白色的，等長出羽毛之後，就表示這隻鴨子已經成年。-可愛純白小鴨陶瓷咖啡杯馬克杯（上） 400ml $130咖啡杯（下） 200ml $110-Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #s2s杯,可愛純白小鴨陶瓷咖啡杯馬克杯（上） 400ml,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/221588745_4223949427720662_2436553821651069840_n.jpg?stp=dst-jpg_p720x720&_nc_cat=103&ccb=1-7&_nc_sid=a26aad&_nc_ohc=8IB6biTe51QAX92ZvEe&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfAC1g4DPtLNgIeQ4yeRz1JQzVVwYFdaHNQhV3U3UwRiwg&oe=64AA2397
355915284524115_4244341479014790,隔住個mon都想拍手大嗌「張家朗好嘢！香港好嘢！」啪啪啪啪啪啪啪啪啪有咩開心過有人幫你拍手買齊兩個一齊左右手拍拍拍拍拍拍啪啪啪啦！-慶祝拍手神器$130－Whatsapp 55109214#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #s2s玩具,慶祝拍手神器,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/226864486_4244341415681463_614517990156859357_n.jpg?stp=dst-jpg_p720x720&_nc_cat=111&ccb=1-7&_nc_sid=a26aad&_nc_ohc=y58DTkr_iMUAX-uoocC&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfAchGX850KY9JAT4ad4JU5yApQ5JxTwiYDCPxAtzaMpqw&oe=64AAF2BB
355915284524115_4282110861904518,超美！到底Follow我們的Followers有多少個看過日式麵包王！！細細個每次看到主角的太陽之手我都夢想過自己有一對成為日式麵包王！！沒看過的真的推介重看-麵包王發光麵包共3款：牛角包/十字包/圓包3節電池輕按發光-$130 一個whatsapp:55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s燈,麵包王發光麵包共3款：牛角包/十字包/圓包3節電池輕按發光-,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/229747390_4282110801904524_215141589979181881_n.jpg?stp=dst-jpg_p720x720&_nc_cat=111&ccb=1-7&_nc_sid=a26aad&_nc_ohc=uofueW-frBIAX_bPk5g&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfCFZqs-IvBxZVr_HvVma0fO5NFZJjmhusLHibHkKZTkFg&oe=64A9ACEF
355915284524115_4351230081659262,夏天的我想安在家中不想努力了-日式卡通榻榻米款式：A-I款尺寸：直徑約39cm，厚約10cm可拆洗款-$130Whatsapp 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業 #畢業禮物 #s2s抱枕,日式卡通榻榻米款式：A-I款尺寸：直徑約39cm，厚約10cm可拆洗款-,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/240518196_4351229971659273_8896605573481421804_n.jpg?stp=dst-jpg_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=a26aad&_nc_ohc=uus1t1ens44AX9VxFp6&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfC7jMl-AlWLOMSRjCqqZ1AyWWokAiVRDl2AU9tWZPy0UQ&oe=64AACA45
355915284524115_5173975149384747,開放訂製！！！！！！！訂團體數量將會有折扣邊個話送杯係最垃圾既禮物？！可以為你訂製你專屬的文字小杯快點團購吧！-有印良品文字杯*訂購需知*可訂購 5字以下中文字＋25字母以下英文字（包括空白鍵）$130/ 1個5個起可獲各團體折扣，可以查詢客服-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s杯,有印良品文字杯*訂購需知*可訂購 5字以下中文字＋25字母以下英文字（包括空白鍵）,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/280793466_5173975109384751_2305824648875112993_n.jpg?stp=dst-jpg_p720x720&_nc_cat=108&ccb=1-7&_nc_sid=a26aad&_nc_ohc=zzkHfQ9qmgkAX85jr9i&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfBNJMTp5GH1qj7lcC7iTRzXsmjxu_1pfwbcSwir2VnV-g&oe=64AA7DB6
355915284524115_5216257058489889,用大蒜的模樣做出的掛件出奇得可愛背面的拉鍊打開就會蹦出一個購物袋🉐吊飾+購物袋一次擁有自帶語氣的表情(´･Д･)」-可愛蒜蒜掛飾裝飾包收納後：14*17 cm打開後：42*70 cm-$130Whatsapp 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #訂造 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #畢業公仔 #s2s袋,可愛蒜蒜掛飾裝飾包收納後：14*17 cm打開後：42*70 cm-,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/285386240_5216257015156560_935405435706155676_n.jpg?stp=dst-jpg_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=a26aad&_nc_ohc=SXqs9f0d9pgAX9icI5n&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfBRn1MMUhT-4zOLtxOepkUJcxzswWGIP9xkNzhl98NHKA&oe=64AAE73A
355915284524115_5392532734195653,史上最萌小Yoda這綠色小東西多麼令人着迷了看看他能否打動你！！-BabyYoda手繪陶陶瓷水杯Measures approximately 21cm(W) x 8cm(H) x 10cm(D)Holds 350ml of your favourite hot beverage$130手繪製作，圖片只供參考。-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s杯,BabyYoda手繪陶陶瓷水杯Measures approximately 21cm(W) x 8cm(H) x 10cm(D)Holds 350ml of your favourite hot beverage,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/296343149_5392532674195659_6730342247766707552_n.jpg?stp=dst-jpg_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=a26aad&_nc_ohc=iv_JhCK7TGYAX8fdXzL&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfD9jAGMnk-FjYY05x7BYwWjOSuVdu2jxgYvgX7xVDs2KQ&oe=64AA5314
355915284524115_555692946565267,好凍呀～冬天嗰陣著住佢 男朋友個心都畀你溶化咗 。-可愛柴犬小披肩披風部分80x90cm2種穿法顏色：黑色/棕色$130Whatsapp 55109214#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #S2s披肩,可愛柴犬小披肩披風部分80x90cm2種穿法顏色：黑色/棕色,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/313896467_555692919898603_6085594493930685368_n.jpg?stp=dst-jpg_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=730e14&_nc_ohc=LpxJyW2tRiQAX91XeUB&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfBXvsG20MhhXw5wGH9TOIV-cSPM6iqDyyjOSX5Z6C0Qzg&oe=64A92D3A
355915284524115_559389852862243,19-34cm大部份寵物頭適用～可愛的天線得得B造型頭套！如果屋企有4隻貓貓咁就真係可以一人帶一個啦❤️!!-天線得得b寵物頭套款式： 紅/綠/紫/黃$130一個Whatsapp: 55109214- #hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s手機殼 #S2Scase,34cm大部份寵物頭適用～可愛的天線得得B造型頭套！如果屋企有4隻貓貓咁就真係可以一人帶一個啦❤️!!-天線得得b寵物頭套款式： 紅/綠/紫/黃,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/314469317_559389822862246_5337196828558818391_n.jpg?stp=dst-jpg_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=730e14&_nc_ohc=vcMA4u5Mt3YAX-yWCfP&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfAx93V_v57Lbm0W4mLb9S9ZoA7g76Wz9RFlKji8lV96cw&oe=64AAB8DD
355915284524115_596703752464186,手織哥基配上可愛的畫家帽會是什麼樣的搭配？好療癒呀！～------小哥基畫家帽Free Size$130whatsapp 55109214#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s帽,-----小哥基畫家帽Free Size,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/320172615_1215478789365382_4365629803124836043_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=730e14&_nc_ohc=gxbDIsNmA-UAX8RxYtW&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfABfjexB3hatw_xZ69NnZdDYnV1ZeYswjw9nupBxBX4mA&oe=64A94D16
355915284524115_644767860991108,睇到個case都覺得醉！！！超像真液體手機殼18歲以上使用(誤)-Asahi酒清手機殼-Iphone適用$130Whatsapp: 55109214-注意：床品第一次清洗用清水即可；水温不宜過高，温水或冷水即可能 - #hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s手機殼,Asahi酒清手機殼-Iphone適用,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/329753413_1378835302867511_916351235398899433_n.jpg?stp=dst-jpg_p720x720&_nc_cat=107&ccb=1-7&_nc_sid=730e14&_nc_ohc=FaP2jqsoxXMAX8XcA2h&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfBLoUZWON5RWFXSNNpWzFaildlFOQzYk2qX82q-0zXFEg&oe=64AAEABD
355915284524115_664964865638074,天線得得B黎啦～一隻天線得得B⋯⋯兩隻天線得得B⋯⋯三隻天線得得B⋯⋯儲齊4隻天線得得B啦！-天線得得B換臉造型積木90mm x 60mm x 60mm $130／一個$450／一套-whatsapp:55109214-#hkigshop #igshop #文青 #有趣 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜  #手作 #食人花 #訂造 #手機殼 #iphonecase #s2s花 #畢業花 #生日花 #情人節花 #紀念日花 #花束 #畢業花束 #畢業 #S2s天線,天線得得B換臉造型積木90mm x 60mm x 60mm,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/330604371_541914388044645_3936866612835476497_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=730e14&_nc_ohc=g8zW3YElRHIAX-xkSFJ&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfA4AWQn2JV7cUeY5LN7a3u1aeP3NOYtMNR2UGprJ_pBhg&oe=64AA8486
355915284524115_669158351885392,害羞的小燈只要你按他的小丁丁就能開關你可以幫佢着衫令到成件事冇咁尷尬嘅☺️-怕羞的小燈燈29cm高，非USB$130WhatsApp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業 #畢業禮物 #s2s燈,怕羞的小燈燈29cm高，非USB,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/330554298_961851104831851_3271765427805717825_n.jpg?stp=dst-jpg_p720x720&_nc_cat=103&ccb=1-7&_nc_sid=730e14&_nc_ohc=ehZ9twU7_BYAX8cFVkE&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfAOiwBcjEkmKd5XzrMhVBP3frBnCDUMwBRKlCnU3Am8AA&oe=64AA548A
355915284524115_690598053074755,可愛的阿呆日日流鼻水 唔通佢去到沙漠可唔可以靠鼻水維持生命呢-阿呆造型AirPods套$130Whatsapp: 55109214#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2sairpod,阿呆造型AirPods套,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/340124695_988020085415303_2214942374026372828_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=730e14&_nc_ohc=zG1ixZP-N1oAX8BOuYP&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfBu1oX8QDK13A1JSDQmS6xaVsmM0gqgkaUo1aXGYngkjg&oe=64AA9D70
355915284524115_737449341722959,青蛙吃了什麼就不會叫了？.....................冬瓜（don’t 呱）-蛙蛙造型拖鞋尺碼：36-45$130-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s拖鞋,蛙蛙造型拖鞋尺碼：36-45,130,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/353638372_737449311722962_8924873720707431720_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=730e14&_nc_ohc=1nrEQbDBYK0AX9xWwE1&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfD0Lc-1Tcn1zN53MIMdWUp3XMFhN28JaMLv-69tsAxmSg&oe=64AAF3DD
355915284524115_1997647250350902,月光光，照地堂....蝦仔你乖乖瞓落床....我訓唔著....可唔可以帶著我出街.....-嬰先寶寶隨身袋隨身袋尺寸: 15x20cm$135whatsapp:55109214#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物,嬰先寶寶隨身袋隨身袋尺寸: 15x20cm,135,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/46492192_1997647253684235_1601157326843150336_n.jpg?stp=dst-jpg_p720x720&_nc_cat=104&ccb=1-7&_nc_sid=9267fe&_nc_ohc=Bq4sst2J5KMAX-JeFkj&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfDynBU-fCvpWMDfPs35hdvnXhGjqB1MMWdv9L-ge0XDnA&oe=64CCA2FF
355915284524115_2173999276049031,日系可愛的貓咪玻璃水杯杯中間放著一條小魚，裡面可以放茶葉，十分趣緻造工精緻喵🐱🐱-日系貓咪茶水分離杯材質：玻璃$135whatsapp:55109214 #hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物,日系貓咪茶水分離杯材質：玻璃,135,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/53693994_2173999279382364_5457977446856916992_n.jpg?stp=dst-jpg_p720x720&_nc_cat=111&ccb=1-7&_nc_sid=9267fe&_nc_ohc=RxxVaE_8GZwAX_2-9r1&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfCMLUq4tVY8GUPEk5v-KO28GSx4twJ73Y0spNh46O1BGg&oe=64CC83DE
355915284524115_2190039617778330,Mojimoto可動發聲鎖匙扣您講一句佢講一句💡💡表情傳達神器& 用攪鬼聲演..重覆您說話🤖仲會開合眼睛郁郁👁嘴巴為您傳達說話...👄-Mojimoto可動發聲鎖匙扣$135whatsapp:55109214#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業,Mojimoto可動發聲鎖匙扣,135,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/55455359_2190039624444996_8300232579664052224_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=9267fe&_nc_ohc=Qmi7C2-uRKQAX-juAi9&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfBCoh4RTNFu2bhKV2q4qy7lLhWJRNK_ekzuqlfRLg-6VA&oe=64CC9495
355915284524115_2375740749208215,送比你身邊最龜公既朋友出左世咁耐佢就係差一個殼.....-嗯-真係差個殼-美國可愛龜殼背包$135Whatsapp:55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業,嗯-真係差個殼-美國可愛龜殼背包,135,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/66358849_2375740755874881_7028379827153403904_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=9267fe&_nc_ohc=x3L3neWRKR4AX_LQEcp&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfD5vqWUJ9L4-Gb_muC8o-WRkyhFFKGTTEceeXQT6lKUZw&oe=64CC8651
355915284524115_2440094096106213,"細細個睇大衛像都覺得佢的雞雞很小， 最近才發現原來專家指出，有許多證據都顯示過去社會價值觀認為小的生殖器比大的好，因此在打造男性偉人雕像時，其生殖器尺寸才會顯小。看來你身邊雞雞小的朋友在以前很受歡迎呢。-小大衛石像石膏材質純白色, 請自行上色高15cm$135whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業","小大衛石像石膏材質純白色, 請自行上色高15cm",135,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/68723786_2440094099439546_8186971594829070336_n.jpg?stp=dst-jpg_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=9267fe&_nc_ohc=bSq1Cmn9qIsAX-uLjLz&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfAE__zdFE6JMxiWwTerACva9i7PGuaFONMoxc-SJ-wpig&oe=64CC8EEA
